run,seed,allies,enemies,difficulty,victory_condition,ending,human_victory,turns,score,allies_evacuated,actions,action_log,peak_heap_bytes
run-0757,-2032167989111727700,3807,1904,MUY_FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,34,-14930,0,136508,run-0757-actions.log.gz,63624120
run-0758,-6751498360598812285,3812,2859,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,39,-14285,0,194346,run-0758-actions.log.gz,64148408
run-0759,-1347624766841455149,3817,3817,NORMAL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,33,-907,254,226411,run-0759-actions.log.gz,64672696
run-0760,-5061034570735474817,3822,4778,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,33,-51,254,256213,run-0760-actions.log.gz,65196984
run-0761,6297596917457979073,3827,5000,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,26,18014,1212,196506,run-0761-actions.log.gz,65721272
run-0762,7389953193020522861,3832,5000,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,34,39290,3832,235908,run-0762-actions.log.gz,65721272
run-0763,4399238033916325177,3837,5000,DEMENTE,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,29,24961,2518,212434,run-0763-actions.log.gz,66245560
run-0764,7044918987551714732,3842,1921,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,31,21370,2521,152343,run-0764-actions.log.gz,66769848
run-0765,4054102761944611210,3847,2885,FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,29,-14397,0,148153,run-0765-actions.log.gz,66769848
run-0766,-436667401620248817,3851,3851,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,23,-13731,0,145894,run-0766-actions.log.gz,67294136
run-0767,-2575896508791466902,3856,4820,DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,34,-37,257,265282,run-0767-actions.log.gz,67818424
run-0768,-1575603406208624825,3861,5000,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,35,116,257,272353,run-0768-actions.log.gz,67818424
run-0769,-7679795238341709642,3866,5000,PESADILLA,SOLO_JUGADOR,VICTORIA_JUGADOR,true,34,17922,1224,263395,run-0769-actions.log.gz,68342712
run-0770,-44534999107707934,3871,5000,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,29,39568,3871,194548,run-0770-actions.log.gz,68867000
run-0771,6452323212786380249,3876,1938,MUY_FACIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,34,20904,2544,169774,run-0771-actions.log.gz,69391288
run-0772,3739289102858609480,3881,2911,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,25,23080,2547,145902,run-0772-actions.log.gz,69391288
run-0773,5917158445197250347,3886,3886,NORMAL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,28,-13852,0,157243,run-0773-actions.log.gz,69915576
run-0774,-4637844278866197314,3891,4864,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,34,-13194,0,242705,run-0774-actions.log.gz,70439864
run-0775,2486037492541538514,3896,5000,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,30,91,259,247075,run-0775-actions.log.gz,70439864
run-0776,-3226317663450554279,3901,5000,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,37,83,260,280535,run-0776-actions.log.gz,70964152
run-0777,2777184778297806521,3905,5000,DEMENTE,SOLO_JUGADOR,VICTORIA_JUGADOR,true,38,17834,1236,279863,run-0777-actions.log.gz,71488440
run-0778,667447205948998415,3910,1955,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,28,33752,3910,141766,run-0778-actions.log.gz,72012728
run-0779,-6008897834989075620,3915,2936,FACIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,22,22299,2569,128115,run-0779-actions.log.gz,72012728
run-0780,5828142372398283674,3920,3920,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,29,24739,2572,190955,run-0780-actions.log.gz,72553416
run-0781,750253421265710651,3925,4906,DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,30,-13296,0,206599,run-0781-actions.log.gz,73061304
run-0782,-7838209617230531891,3930,5000,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,31,-13251,0,212506,run-0782-actions.log.gz,73061304
run-0783,7715815994743101256,3935,5000,PESADILLA,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,32,58,262,255430,run-0783-actions.log.gz,73585592
run-0784,7162574675349095450,3940,5000,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,34,48,262,260301,run-0784-actions.log.gz,74109880
run-0785,7421986708071103604,3945,1973,MUY_FACIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,36,13315,1249,195885,run-0785-actions.log.gz,74634168
run-0786,3370217405176640144,3950,2963,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,34,36042,3950,202485,run-0786-actions.log.gz,74634168
run-0787,-4324509491842522712,3954,3954,NORMAL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,34,23637,2595,226760,run-0787-actions.log.gz,75158456
run-0788,-8291062372179209720,3959,4949,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,28,26382,2598,212281,run-0788-actions.log.gz,75682744
run-0789,7693631626412178875,3964,5000,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,32,-13388,0,224924,run-0789-actions.log.gz,76207032
run-0790,-7920498962502465199,3969,5000,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,23,-13399,0,172867,run-0790-actions.log.gz,76207032
run-0791,-724707112315046878,3974,5000,DEMENTE,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,29,30,265,240153,run-0791-actions.log.gz,76731320
run-0792,5854332863990484530,3979,1990,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,41,-2698,265,215719,run-0792-actions.log.gz,76731320
run-0793,7429133019268647864,3984,2988,FACIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,32,14789,1261,205445,run-0793-actions.log.gz,77255608
run-0794,7092672745198131491,3989,3989,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,35,38366,3989,209459,run-0794-actions.log.gz,77779896
run-0795,-5442465600827508247,3994,4993,DIFICIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,19,24964,2621,156851,run-0795-actions.log.gz,78304184
run-0796,-3667449060363646265,3999,5000,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,23,26476,2625,179752,run-0796-actions.log.gz,78304184
run-0797,5384566535287780631,4004,5000,PESADILLA,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,25,-13541,0,182826,run-0797-actions.log.gz,78828472
run-0798,-1034734252769039822,4008,5000,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,29,-13561,0,218976,run-0798-actions.log.gz,78828472
run-0799,-803214433947973757,4013,2007,MUY_FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,38,-2711,267,205386,run-0799-actions.log.gz,79352760
run-0800,-5308333072592614529,4018,3014,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,31,-1806,267,199407,run-0800-actions.log.gz,79877048
run-0801,-4199311448339789699,4023,4023,NORMAL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,33,16229,1274,226174,run-0801-actions.log.gz,80401336
run-0802,5068657634871332219,4028,5000,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,27,40669,4028,183229,run-0802-actions.log.gz,80401336
run-0803,2926743851871349341,4033,5000,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,26,24960,2646,203618,run-0803-actions.log.gz,80925624
run-0804,3825282767766320488,4038,5000,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,32,26462,2650,238187,run-0804-actions.log.gz,81449912
run-0805,6508728798249218627,4043,5000,DEMENTE,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,28,-13700,0,196107,run-0805-actions.log.gz,81449912
run-0806,-7974368855679338465,4048,2024,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,31,-15807,0,143505,run-0806-actions.log.gz,81974200
run-0807,-7234095293659168001,4053,3040,FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,29,-1807,270,176706,run-0807-actions.log.gz,82498488
run-0808,5199476936705132634,4057,4057,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,22,-888,270,167315,run-0808-actions.log.gz,82498488
run-0809,-7823589378939226942,4062,5000,DIFICIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,21,17529,1286,171494,run-0809-actions.log.gz,83022776
run-0810,4269154297944941180,4067,5000,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,33,40936,4067,226578,run-0810-actions.log.gz,83022776
run-0811,8580419675327301419,4072,5000,PESADILLA,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,26,24962,2672,199365,run-0811-actions.log.gz,83547064
run-0812,7784506711244301439,4077,5000,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,29,26467,2676,227055,run-0812-actions.log.gz,84071352
run-0813,9071079951523273014,4082,2041,MUY_FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,28,-15928,0,133470,run-0813-actions.log.gz,84071352
run-0814,1819393467664798012,4087,3065,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,23,-15225,0,127345,run-0814-actions.log.gz,84595640
run-0815,6198884205517303363,4092,4092,NORMAL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,25,-895,272,191726,run-0815-actions.log.gz,85119928
run-0816,-597782541006452069,4097,5000,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,38,-87,273,303383,run-0816-actions.log.gz,85119928
run-0817,1372006134069055840,4102,5000,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,31,17442,1299,242046,run-0817-actions.log.gz,85644216
run-0818,4535697524764875654,4106,5000,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,32,41210,4106,229816,run-0818-actions.log.gz,86168504
run-0819,1707162366174478495,4111,5000,DEMENTE,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,30,24964,2698,238826,run-0819-actions.log.gz,86168504
run-0820,9184275392855631804,4116,2058,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,24,22265,2701,127420,run-0820-actions.log.gz,86692792
run-0821,-1252162398998092611,4121,3091,FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,27,-15347,0,139092,run-0821-actions.log.gz,87217080
run-0822,-7706169570873537244,4126,4126,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,23,-14639,0,161861,run-0822-actions.log.gz,87217080
run-0823,1517507575070684966,4131,5000,DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,23,-106,275,185892,run-0823-actions.log.gz,87741368
run-0824,2240634801646226305,4136,5000,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,24,-111,275,196787,run-0824-actions.log.gz,87741368
run-0825,-5724740516048670955,4141,5000,PESADILLA,SOLO_JUGADOR,VICTORIA_JUGADOR,true,33,17356,1311,271683,run-0825-actions.log.gz,88265656
run-0826,5671823722793738514,4146,5000,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,29,41493,4146,203615,run-0826-actions.log.gz,88789944
run-0827,1744731907681035605,4151,2076,MUY_FACIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,35,23405,2724,183896,run-0827-actions.log.gz,88789944
run-0828,-109586794364918976,4156,3117,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,29,23836,2727,183781,run-0828-actions.log.gz,89314232
run-0829,1731622378924938453,4160,4160,NORMAL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,25,-14753,0,151803,run-0829-actions.log.gz,89838520
run-0830,-7274329732866752667,4165,5000,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,35,-14195,0,247663,run-0830-actions.log.gz,90362808
run-0831,1661904808756085801,4170,5000,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,23,-137,278,197721,run-0831-actions.log.gz,90362808
run-0832,6129312255055981291,4175,5000,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,24,-142,278,190251,run-0832-actions.log.gz,90887096
run-0833,-5959760165209963670,4180,5000,DEMENTE,SOLO_JUGADOR,VICTORIA_JUGADOR,true,24,17281,1323,207276,run-0833-actions.log.gz,90887096
run-0834,2663687680260353225,4185,2093,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,28,35953,4185,143374,run-0834-actions.log.gz,91411384
run-0835,5818585359368909896,4190,3143,FACIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,32,25498,2750,192552,run-0835-actions.log.gz,91935672
run-0836,-6950529311634980101,4195,4195,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,22,25375,2753,161049,run-0836-actions.log.gz,91935672
run-0837,1340998240829406069,4200,5000,DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,32,-14332,0,220832,run-0837-actions.log.gz,92459960
run-0838,-2989275639810687841,4205,5000,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,34,-14354,0,230373,run-0838-actions.log.gz,92984248
run-0839,4937458369320523191,4209,5000,PESADILLA,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,26,-178,280,218952,run-0839-actions.log.gz,92984248
run-0840,-1779065218979703047,4214,5000,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,27,-176,281,222523,run-0840-actions.log.gz,93508536
run-0841,4920952610717077870,4219,2110,MUY_FACIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,29,13607,1336,170357,run-0841-actions.log.gz,94032824
run-0842,8373327900265443441,4224,3168,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,22,38382,4224,129384,run-0842-actions.log.gz,94032824
run-0843,1875377342138566374,4229,4229,NORMAL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,23,27554,2775,159146,run-0843-actions.log.gz,94557112
run-0844,7897662205881325085,4234,5000,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,39,26451,2778,296887,run-0844-actions.log.gz,94557112
run-0845,-6003221561251509511,4239,5000,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,27,-14483,0,196188,run-0845-actions.log.gz,95081400
run-0846,-453399360871381346,4244,5000,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,31,-14507,0,224322,run-0846-actions.log.gz,95605688
run-0847,-7145282379923407237,4249,5000,DEMENTE,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,25,-208,283,203063,run-0847-actions.log.gz,95617288
run-0848,2997523283129114379,4254,2127,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,23,-2800,283,132861,run-0848-actions.log.gz,96129976
run-0849,7011429213782789888,4259,3194,FACIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,26,14941,1349,182917,run-0849-actions.log.gz,96654264
run-0850,-4361791367017330164,4263,4263,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,29,40838,4263,189733,run-0850-actions.log.gz,96654264
run-0851,8484249242565993868,4268,5000,DIFICIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,28,28967,2801,194983,run-0851-actions.log.gz,97178552
run-0852,-4878490765177145236,4273,5000,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,23,26469,2804,190880,run-0852-actions.log.gz,97702840
run-0853,-5778180449101924266,4278,5000,PESADILLA,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,30,-14642,0,218732,run-0853-actions.log.gz,97702840
run-0854,-1557092160729812897,4283,5000,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,24,-14656,0,193216,run-0854-actions.log.gz,98227128
run-0855,6047625284002922621,4288,2144,MUY_FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,22,-2813,285,130026,run-0855-actions.log.gz,98227128
run-0856,281537147330953039,4293,3220,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,27,-1851,286,187246,run-0856-actions.log.gz,98751416
run-0857,-4286454134452308469,4298,4298,NORMAL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,27,16216,1361,216463,run-0857-actions.log.gz,99275704
run-0858,2747372776001304262,4303,5000,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,36,42585,4303,270294,run-0858-actions.log.gz,99275704
run-0859,4196121433253116461,4308,5000,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,30,28967,2827,242698,run-0859-actions.log.gz,99799992
run-0860,-7907228432705229203,4312,5000,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,25,26462,2829,192038,run-0860-actions.log.gz,100324280
run-0861,3273399034464978188,4317,5000,DEMENTE,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,24,-14792,0,175651,run-0861-actions.log.gz,100324280
run-0862,-8040696794343705917,4322,2161,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,28,-16804,0,133728,run-0862-actions.log.gz,100848568
run-0863,8424478192212927164,4327,3245,FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,33,-1865,288,228252,run-0863-actions.log.gz,100848568
run-0864,-3291159290677897597,4332,4332,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,27,-889,288,213228,run-0864-actions.log.gz,101372856
run-0865,-2081206783620014551,4337,5000,DIFICIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,28,16959,1373,245160,run-0865-actions.log.gz,101897144
run-0866,4676337101299866064,4342,5000,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,26,42868,4342,179236,run-0866-actions.log.gz,102421432
run-0867,7240806925457837924,4347,5000,PESADILLA,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,21,28978,2853,162953,run-0867-actions.log.gz,102421432
run-0868,-8671540292833691044,4352,5000,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,27,26469,2856,221018,run-0868-actions.log.gz,102945720
run-0869,-8803145420501991560,4357,2179,MUY_FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,25,-16927,0,117813,run-0869-actions.log.gz,102945720
run-0870,-121936955012496099,4361,3271,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,37,-16191,0,209825,run-0870-actions.log.gz,103470008
run-0871,-4916448388031462590,4366,4366,NORMAL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,23,-876,291,183356,run-0871-actions.log.gz,103994296
run-0872,3495304641070752661,4371,5000,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,30,-321,291,248835,run-0872-actions.log.gz,103994296
run-0873,-7829479803123577287,4376,5000,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,28,16882,1386,235297,run-0873-actions.log.gz,104518584
run-0874,4080955123485598587,4381,5000,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,26,43141,4381,202053,run-0874-actions.log.gz,105042872
run-0875,8328627618685704525,4386,5000,DEMENTE,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,33,28961,2878,250271,run-0875-actions.log.gz,105042872
run-0876,-1504051660449026291,4391,2196,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,27,23099,2882,166744,run-0876-actions.log.gz,105567160
run-0877,2150216253252491972,4396,3297,FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,25,-16301,0,141242,run-0877-actions.log.gz,106091448
run-0878,5645236671552181926,4401,4401,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,35,-15559,0,224922,run-0878-actions.log.gz,106091448
run-0879,-2671088631512223967,4406,5000,DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,27,-348,293,225097,run-0879-actions.log.gz,106615736
run-0880,8113352203857289536,4411,5000,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,36,-358,294,299013,run-0880-actions.log.gz,107140024
run-0881,-2103485668411656968,4415,5000,PESADILLA,SOLO_JUGADOR,VICTORIA_JUGADOR,true,30,20796,1398,232485,run-0881-actions.log.gz,107140024
run-0882,-6043454714667751227,4420,5000,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,28,43412,4420,209076,run-0882-actions.log.gz,107664312
run-0883,1822133624193419690,4425,2213,MUY_FACIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,26,24298,2904,151408,run-0883-actions.log.gz,108188600
run-0884,-3744361005717051900,4430,3323,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,28,24503,2907,200482,run-0884-actions.log.gz,108188600
run-0885,8466719804537825248,4435,4435,NORMAL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,28,-15664,0,182468,run-0885-actions.log.gz,108712888
run-0886,8838274104888372531,4440,5000,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,29,-15289,0,209275,run-0886-actions.log.gz,109237176
run-0887,-2598363915903170983,4445,5000,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,36,-388,296,288834,run-0887-actions.log.gz,109237176
run-0888,5510899358475620339,4450,5000,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,32,-392,296,272447,run-0888-actions.log.gz,109761464
run-0889,1030208906032846820,4455,5000,DEMENTE,SOLO_JUGADOR,VICTORIA_JUGADOR,true,29,20720,1411,226009,run-0889-actions.log.gz,110285752
run-0890,1332624416274206580,4460,2230,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,33,38147,4460,191815,run-0890-actions.log.gz,110810040
run-0891,-6699432662075466237,4464,3348,FACIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,36,26239,2929,227651,run-0891-actions.log.gz,110810040
run-0892,9080094651937840078,4469,4469,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,30,25863,2933,224890,run-0892-actions.log.gz,111334328
run-0893,-1862742305163013081,4474,5000,DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,31,-15427,0,241292,run-0893-actions.log.gz,111858616
run-0894,-3521104023348046249,4479,5000,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,26,-15442,0,200125,run-0894-actions.log.gz,112382904
run-0895,6393974530363494056,4484,5000,PESADILLA,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,29,-412,299,250574,run-0895-actions.log.gz,112382904
run-0896,-1538440883659320145,4489,5000,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,23,-414,299,189346,run-0896-actions.log.gz,112907192
run-0897,-1137714564711935153,4494,2247,MUY_FACIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,29,15626,1423,173558,run-0897-actions.log.gz,112907192
run-0898,5156070413357519905,4499,3374,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,25,40716,4499,165922,run-0898-actions.log.gz,113431480
run-0899,6859596857144143318,4504,4504,NORMAL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,24,28169,2955,184466,run-0899-actions.log.gz,113955768
run-0900,-5713578191823063107,4509,5000,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,35,26466,2959,301199,run-0900-actions.log.gz,113955768
run-0901,5113515224342939583,4514,5000,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,28,-15584,0,207319,run-0901-actions.log.gz,114480056
run-0902,-5845494137798954086,4518,5000,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,24,-15596,0,166114,run-0902-actions.log.gz,115004344
run-0903,8702783212444350171,4523,5000,DEMENTE,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,30,-451,301,247567,run-0903-actions.log.gz,115004344
run-0904,225108881201729750,4528,2264,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,34,-2925,301,211316,run-0904-actions.log.gz,115528632
run-0905,8454754026248990283,4533,3400,FACIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,26,17695,1435,173340,run-0905-actions.log.gz,116052920
run-0906,-9001639134678328013,4538,4538,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,30,43312,4538,199703,run-0906-actions.log.gz,116052920
