run,seed,allies,enemies,difficulty,victory_condition,ending,human_victory,turns,score,allies_evacuated,actions,action_log,peak_heap_bytes
run-0907,-2545046112125835143,4543,5000,DIFICIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,32,28974,2982,242748,run-0907-actions.log.gz,116593608
run-0908,3119560284997559702,4548,5000,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,26,30477,2985,185689,run-0908-actions.log.gz,117101496
run-0909,-4041273254595872616,4553,5000,PESADILLA,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,33,-15745,0,233750,run-0909-actions.log.gz,117101496
run-0910,-3407861903016680466,4558,5000,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,33,-15765,0,243292,run-0910-actions.log.gz,117625784
run-0911,4494416012189454692,4563,2282,MUY_FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,21,-2923,304,135130,run-0911-actions.log.gz,118150072
run-0912,4042436537493054420,4567,3425,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,32,-1910,304,229693,run-0912-actions.log.gz,118150072
run-0913,-3200420783578941275,4572,4572,NORMAL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,25,19727,1448,183249,run-0913-actions.log.gz,118674360
run-0914,-8991897517815032543,4577,5000,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,26,44513,4577,187376,run-0914-actions.log.gz,119198648
run-0915,-4208027618325497086,4582,5000,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,32,28969,3007,238514,run-0915-actions.log.gz,119198648
run-0916,-5477541467929553655,4587,5000,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,30,30468,3010,218257,run-0916-actions.log.gz,119722936
run-0917,-5525847726373197921,4592,5000,DEMENTE,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,33,-15901,0,231354,run-0917-actions.log.gz,120247224
run-0918,-6181333793871665962,4597,2299,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,28,-17806,0,147644,run-0918-actions.log.gz,120780744
run-0919,-7687151802794584360,4602,3452,FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,35,-1923,306,246096,run-0919-actions.log.gz,120780744
run-0920,-7298588846651644319,4607,4607,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,21,-866,307,173254,run-0920-actions.log.gz,121295800
run-0921,2360077964346151621,4612,5000,DIFICIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,30,20390,1460,234614,run-0921-actions.log.gz,121820088
run-0922,857498182828418022,4616,5000,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,31,44781,4616,240821,run-0922-actions.log.gz,121820088
run-0923,-6456013354902940864,4621,5000,PESADILLA,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,29,28974,3033,237849,run-0923-actions.log.gz,122344376
run-0924,581073750387570647,4626,5000,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,26,30474,3036,204390,run-0924-actions.log.gz,122868664
run-0925,8430982352252818858,4631,2316,MUY_FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,30,-17932,0,146356,run-0925-actions.log.gz,122868664
run-0926,6771091823637494003,4636,3477,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,29,-17139,0,172635,run-0926-actions.log.gz,123392952
run-0927,-8843830323809438481,4641,4641,NORMAL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,33,-882,309,273114,run-0927-actions.log.gz,123917240
run-0928,-8339172844824842991,4646,5000,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,31,-560,309,264278,run-0928-actions.log.gz,123917240
run-0929,-2169638917179799018,4651,5000,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,20,20323,1473,170824,run-0929-actions.log.gz,124441528
run-0930,8591085956474952664,4656,5000,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,41,45051,4656,304299,run-0930-actions.log.gz,124965816
run-0931,-4511840964327778119,4661,5000,DEMENTE,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,27,28978,3059,222391,run-0931-actions.log.gz,124965816
run-0932,3665428638837568127,4666,2333,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,35,25719,3062,200241,run-0932-actions.log.gz,125490104
run-0933,7092613417065223950,4670,3503,FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,34,-17262,0,214928,run-0933-actions.log.gz,126014392
run-0934,8039557418580856796,4675,4675,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,30,-16458,0,211074,run-0934-actions.log.gz,126538680
run-0935,19718694032639164,4680,5000,DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,29,-585,312,259477,run-0935-actions.log.gz,126538680
run-0936,-4548745297259901335,4685,5000,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,25,-585,312,228630,run-0936-actions.log.gz,127062968
run-0937,-3523186589341476426,4690,5000,PESADILLA,SOLO_JUGADOR,VICTORIA_JUGADOR,true,33,20226,1485,283831,run-0937-actions.log.gz,127587256
run-0938,-5076167144804108751,4695,5000,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,25,45340,4695,173164,run-0938-actions.log.gz,127587256
run-0939,-1957286980438651872,4700,2350,MUY_FACIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,34,25118,3084,207738,run-0939-actions.log.gz,128111544
run-0940,-1302120366110259552,4705,3529,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,37,27888,3087,246645,run-0940-actions.log.gz,128635832
run-0941,-8864060728086369646,4710,4710,NORMAL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,31,-16573,0,218896,run-0941-actions.log.gz,129160120
run-0942,6739110689294846398,4715,5000,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,19,-16379,0,152428,run-0942-actions.log.gz,129160120
run-0943,-3729777815346835811,4719,5000,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,34,-628,314,295864,run-0943-actions.log.gz,129684408
run-0944,7934994259074177550,4724,5000,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,31,-622,315,266297,run-0944-actions.log.gz,130208696
run-0945,-377450241759816641,4729,5000,DEMENTE,SOLO_JUGADOR,VICTORIA_JUGADOR,true,32,20143,1497,268405,run-0945-actions.log.gz,130208696
run-0946,6426678593909765657,4734,2367,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,26,40346,4734,153883,run-0946-actions.log.gz,130732984
run-0947,7373365333445566355,4739,3554,FACIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,28,26920,3110,194480,run-0947-actions.log.gz,131257272
run-0948,7315194721553497090,4744,4744,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,37,30022,3113,291039,run-0948-actions.log.gz,131257272
run-0949,-2573043264650396941,4749,5000,DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,27,-16523,0,224371,run-0949-actions.log.gz,131781560
run-0950,-8089645136179029943,4754,5000,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,26,-16542,0,201736,run-0950-actions.log.gz,132305848
run-0951,7339947054164261658,4759,5000,PESADILLA,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,30,-655,317,269686,run-0951-actions.log.gz,132305848
run-0952,889569418940345776,4764,5000,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,24,-657,317,200776,run-0952-actions.log.gz,132830136
run-0953,7080049260742515673,4769,2385,MUY_FACIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,32,15892,1510,208712,run-0953-actions.log.gz,133354424
run-0954,6040488038343313102,4773,3580,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,30,43041,4773,193939,run-0954-actions.log.gz,133354424
run-0955,-5117075482016099318,4778,4778,NORMAL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,24,28665,3135,201999,run-0955-actions.log.gz,133878712
run-0956,1104772780212843580,4783,5000,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,37,30468,3139,278781,run-0956-actions.log.gz,134421448
run-0957,6715044207068210572,4788,5000,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,29,-16681,0,218689,run-0957-actions.log.gz,134421448
run-0958,-4893200514697525046,4793,5000,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,23,-16695,0,192618,run-0958-actions.log.gz,134927288
run-0959,260267018091185333,4798,5000,DEMENTE,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,24,-687,319,219635,run-0959-actions.log.gz,135451576
run-0960,5195069767439424370,4803,2402,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,27,-3029,320,179978,run-0960-actions.log.gz,135451576
run-0961,-8517143353277579419,4808,3606,FACIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,28,17806,1522,215942,run-0961-actions.log.gz,135975864
run-0962,-4317524048683040709,4813,4813,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,33,45784,4813,240685,run-0962-actions.log.gz,136500152
run-0963,-1392533383779714463,4818,5000,DIFICIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,27,28979,3162,218737,run-0963-actions.log.gz,136500152
run-0964,266854143607542079,4822,5000,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,38,30469,3165,302420,run-0964-actions.log.gz,137024440
run-0965,-7421283078783369003,4827,5000,PESADILLA,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,30,-16838,0,232465,run-0965-actions.log.gz,137548728
run-0966,6531496929184776977,4832,5000,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,27,-16855,0,199787,run-0966-actions.log.gz,137548728
run-0967,3602214920601554855,4837,2419,MUY_FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,27,-3043,322,182967,run-0967-actions.log.gz,138073016
run-0968,8402146326557851481,4842,3632,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,29,-1963,322,223139,run-0968-actions.log.gz,138597304
run-0969,-3934259697014930307,4847,4847,NORMAL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,31,19672,1535,268038,run-0969-actions.log.gz,138597304
run-0970,8193015359683868158,4852,5000,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,26,46438,4852,208676,run-0970-actions.log.gz,139121592
run-0971,4455522363434291817,4857,5000,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,20,28981,3187,175710,run-0971-actions.log.gz,139645880
run-0972,664865854313006141,4862,5000,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,27,30482,3191,216796,run-0972-actions.log.gz,139645880
run-0973,3019034620078261348,4867,5000,DEMENTE,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,32,-17000,0,246308,run-0973-actions.log.gz,140170168
run-0974,4255797727686505518,4871,2436,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,32,-18810,0,162808,run-0974-actions.log.gz,140170168
run-0975,-4177280564587140547,4876,3657,FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,28,-1961,325,219585,run-0975-actions.log.gz,140694456
run-0976,4069900142306896341,4881,4881,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,35,-876,325,297279,run-0976-actions.log.gz,141218744
run-0977,6251489172535676155,4886,5000,DIFICIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,31,19822,1547,258383,run-0977-actions.log.gz,141743032
run-0978,8604172757827867931,4891,5000,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,22,46715,4891,182626,run-0978-actions.log.gz,141743032
run-0979,3071345542203667296,4896,5000,PESADILLA,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,37,28966,3213,322502,run-0979-actions.log.gz,142267320
run-0980,-8413338561095808946,4901,5000,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,32,30472,3216,252990,run-0980-actions.log.gz,142791608
run-0981,394612279312314818,4906,2453,MUY_FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,27,-18933,0,147268,run-0981-actions.log.gz,142791608
run-0982,-7912451290220608832,4911,3683,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,28,-18094,0,189790,run-0982-actions.log.gz,143315896
run-0983,5491408949000427613,4916,4916,NORMAL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,28,-867,327,246254,run-0983-actions.log.gz,143840184
run-0984,-4018356613167535094,4921,5000,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,31,-795,328,269696,run-0984-actions.log.gz,143840184
run-0985,-1084524784193458796,4925,5000,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_JUGADOR,true,33,19736,1559,274853,run-0985-actions.log.gz,144364472
run-0986,4062510013345405891,4930,5000,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,36,46974,4930,285088,run-0986-actions.log.gz,144888760
run-0987,974342366613978130,4935,5000,DEMENTE,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,27,28982,3239,239010,run-0987-actions.log.gz,145413048
run-0988,-5656260849943134626,4940,2470,MUY_FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,29,26541,3242,180533,run-0988-actions.log.gz,145413048
run-0989,7336172367846884738,4945,3709,FACIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,33,-18217,0,200124,run-0989-actions.log.gz,145937336
run-0990,-731188196978720381,4950,4950,NORMAL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,30,-17364,0,220189,run-0990-actions.log.gz,146461624
run-0991,8642783187951862796,4955,5000,DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,26,-820,330,238880,run-0991-actions.log.gz,146461624
run-0992,332230419452744807,4960,5000,MUY_DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,30,-832,330,269347,run-0992-actions.log.gz,146985912
run-0993,397336760085616981,4965,5000,PESADILLA,SOLO_JUGADOR,VICTORIA_JUGADOR,true,28,19664,1572,252186,run-0993-actions.log.gz,147510200
run-0994,5047073399400668012,4970,5000,DEMENTE,JUGADOR_Y_ALIADOS,VICTORIA_TODOS_ALIADOS,true,24,47266,4970,199306,run-0994-actions.log.gz,147510200
run-0995,-4592853872146244010,4974,2487,MUY_FACIL,SOLO_JUGADOR,VICTORIA_ALIADA_POST_MORTEM,true,34,25884,3264,223092,run-0995-actions.log.gz,148034488
run-0996,-1025104545688541006,4979,3734,FACIL,JUGADOR_Y_ALIADOS,VICTORIA_ALIADA_POST_MORTEM,true,35,28536,3267,254040,run-0996-actions.log.gz,148558776
run-0997,1685054167862318775,4984,4984,NORMAL,SOLO_JUGADOR,VICTORIA_ENEMIGA_ELIMINACION,false,28,-17476,0,215152,run-0997-actions.log.gz,149083064
run-0998,359095261895282847,4989,5000,DIFICIL,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_ELIMINACION,false,28,-17484,0,215644,run-0998-actions.log.gz,149083064
run-0999,9069887397092739684,4994,5000,MUY_DIFICIL,SOLO_JUGADOR,VICTORIA_ENEMIGA_AGOTAMIENTO,false,30,-855,333,273992,run-0999-actions.log.gz,149607352
run-1000,-3228420050854148551,4999,5000,PESADILLA,JUGADOR_Y_ALIADOS,VICTORIA_ENEMIGA_AGOTAMIENTO,false,28,-861,333,250246,run-1000-actions.log.gz,150131640
